Avg_Satisfaction_with_previous_vote,Garden_sqr_meter_per_person_in_residancy_area,Yearly_IncomeK,Will_vote_only_large_party,Weighted_education_rank,Number_of_valued_Kneset_members,Overall_happiness_score,Most_Important_Issue_Education,Most_Important_Issue_Environment,Most_Important_Issue_Financial,Most_Important_Issue_Foreign_Affairs,Most_Important_Issue_Healthcare,Most_Important_Issue_Military,Most_Important_Issue_Other,Most_Important_Issue_Social,Vote
-0.0066050067643952754,0.7421300067753164,0.027447439851036683,0.5780599038963196,-1.162880342869768,-0.7810226067922886,0.5094417956873641,-0.44936712446537697,-0.46285988353013974,-0.43986519162466536,-0.22071571963120493,-0.4620068099039892,-0.24530794193268257,4.855138352411045,-0.4583759779679051,Reds
-0.3280304611493578,2.5505197197652962,2.1714449483834457,-0.6703088391234859,0.757266247959993,-0.7810226067922886,0.3103672194290498,-0.44936712446537697,-0.46285988353013974,-0.43986519162466536,-0.22071571963120493,-0.4620068099039892,-0.24530794193268257,-0.20596735405148725,2.181615198146398,Pinks
-0.7661981367358158,-0.6192501508507652,-0.05407647464686218,-0.6703088391234859,-0.12957098163940714,1.3992748334337741,0.03106297676518779,-0.44936712446537697,2.160481034504871,-0.43986519162466536,-0.22071571963120493,-0.4620068099039892,-0.24530794193268257,-0.20596735405148725,-0.4583759779679051,Purples
0.40346708238316764,0.6538011647686266,0.20023860958399542,-0.6703088391234859,-1.2877865265326625,-1.1444055134966324,-0.11214046395917934,-0.44936712446537697,-0.46285988353013974,-0.43986519162466536,-0.22071571963120493,2.1644702600981414,-0.24530794193268257,-0.20596735405148725,-0.4583759779679051,Browns
-0.7901839761516389,0.7028139154220043,-0.730649479499021,-0.6703088391234859,-0.2882055367527758,-0.054256793383601024,-0.6373335398400394,2.225351935101448,-0.46285988353013974,-0.43986519162466536,-0.22071571963120493,-0.4620068099039892,-0.24530794193268257,-0.20596735405148725,-0.4583759779679051,Whites
0.16904076492821696,-0.23044517953950777,-0.4749760468104541,0.5780599038963196,-0.26588368422810493,-1.8711713269053198,0.5422286196009305,-0.44936712446537697,-0.46285988353013974,-0.43986519162466536,-0.22071571963120493,-0.4620068099039892,4.076508865230381,-0.20596735405148725,-0.4583759779679051,Oranges
2.0416229955379777,-1.1153615211542076,-1.2576401230952137,1.826428646916125,1.3096879653667899,0.30912611332074275,1.713283895535424,-0.44936712446537697,-0.46285988353013974,-0.43986519162466536,-0.22071571963120493,2.1644702600981414,-0.24530794193268257,-0.20596735405148725,-0.4583759779679051,Yellows
-0.5586375509235942,0.5478497873004784,0.13570592862825223,-0.6703088391234859,-1.1592769418026416,-0.7810226067922886,-0.20557516596977093,-0.44936712446537697,-0.46285988353013974,-0.43986519162466536,-0.22071571963120493,2.1644702600981414,-0.24530794193268257,-0.20596735405148725,-0.4583759779679051,Browns
-0.9232943575949516,2.2287915556762075,2.192974549880484,-0.6703088391234859,0.47232309867647876,-0.7810226067922886,0.22640436084504031,-0.44936712446537697,-0.46285988353013974,-0.43986519162466536,-0.22071571963120493,-0.4620068099039892,-0.24530794193268257,-0.20596735405148725,2.181615198146398,Pinks
-0.5396670415130073,-0.35843326062927144,0.17480034198209016,-0.6703088391234859,-0.45975454622531,0.6725090200250865,-0.10645483293744742,-0.44936712446537697,2.160481034504871,-0.43986519162466536,-0.22071571963120493,-0.4620068099039892,-0.24530794193268257,-0.20596735405148725,-0.4583759779679051,Purples
0.05539421252152108,-0.5750226303604532,-0.33349307844923665,0.5780599038963196,-0.18373768927630832,-1.5077884202009761,0.03043556529942901,-0.44936712446537697,-0.46285988353013974,-0.43986519162466536,-0.22071571963120493,-0.4620068099039892,4.076508865230381,-0.20596735405148725,-0.4583759779679051,Oranges
-0.13961619355627838,-0.19804026349621623,0.38217472095061217,0.5780599038963196,-0.40472409995170094,-1.5077884202009761,-0.710727723542804,-0.44936712446537697,-0.46285988353013974,-0.43986519162466536,4.5307149018244175,-0.4620068099039892,-0.24530794193268257,-0.20596735405148725,-0.4583759779679051,Greys
-0.0959348394095202,-0.062293938107046434,1.1979511766574833,-0.6703088391234859,-0.345047315722541,2.1260406468424615,1.2551817325421455,2.225351935101448,-0.46285988353013974,-0.43986519162466536,-0.22071571963120493,-0.4620068099039892,-0.24530794193268257,-0.20596735405148725,-0.4583759779679051,Purples
-0.1042146017132745,2.0392897577885543,2.047100095773255,-0.6703088391234859,0.21898053829229913,0.30912611332074275,0.14792535023068587,2.225351935101448,-0.46285988353013974,-0.43986519162466536,-0.22071571963120493,-0.4620068099039892,-0.24530794193268257,-0.20596735405148725,-0.4583759779679051,Pinks
0.4590770439056138,-0.5169030571724755,0.22751935318837418,-0.6703088391234859,-0.3053479920266876,0.6725090200250865,-0.09682610507176387,-0.44936712446537697,-0.46285988353013974,-0.43986519162466536,-0.22071571963120493,2.1644702600981414,-0.24530794193268257,-0.20596735405148725,-0.4583759779679051,Purples
-0.5279073877638872,-0.1732699024512713,0.14617221738197944,0.5780599038963196,-0.12603120190011005,-0.7810226067922886,-1.0794349110620545,-0.44936712446537697,-0.46285988353013974,-0.43986519162466536,-0.22071571963120493,-0.4620068099039892,-0.24530794193268257,4.855138352411045,-0.4583759779679051,Oranges
-0.9484008169692396,0.6991478138184112,-0.8884375203658734,0.5780599038963196,-0.379196045881037,-1.1444055134966324,0.1272467509763557,-0.44936712446537697,-0.46285988353013974,-0.43986519162466536,-0.22071571963120493,-0.4620068099039892,4.076508865230381,-0.20596735405148725,-0.4583759779679051,Oranges
0.9130013858463187,-0.7583390625134855,-0.708102204520695,-0.6703088391234859,0.4749466215253309,-0.4176397000879448,-0.6842217806964697,-0.44936712446537697,2.160481034504871,-0.43986519162466536,-0.22071571963120493,-0.4620068099039892,-0.24530794193268257,-0.20596735405148725,-0.4583759779679051,Browns
